Title: dummy

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5 Mg#
1000.00 1100.00 99.999999 252.597061 -1234481.036222 38.683553 135.671591 4.550 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1095.00 99.999999 252.102166 -1235159.362664 38.673976 135.658938 4.584 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1090.00 99.999999 251.605507 -1235837.625120 38.664400 135.645996 4.618 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1085.00 99.999999 251.107070 -1236515.822142 38.654824 135.632764 4.652 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1080.00 99.999999 250.606845 -1237193.952265 38.645247 135.619237 4.687 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1075.00 99.999999 250.104818 -1237872.014013 38.635671 135.605413 4.722 61.9391 2.9191 11.189 1.3449 7.2873 1.0264 1.7348 8.2942 1.9334 1.3541 0.9777 29.8
1000.00 1070.00 99.999932 249.600807 -1238549.104153 38.626068 135.591195 4.757 61.9391 2.9191 11.189 1.3449 7.28731 1.0264 1.7348 8.2942 1.9334 1.3541 0.977701 29.8
1000.00 1065.00 97.047808 241.658410 -1205743.455905 37.591977 131.328250 4.870 62.5094 2.89725 11.074 1.2101 7.09066 1.05762 1.61835 8.22163 1.92147 1.39207 1.00744 28.9
1000.00 1060.00 94.283015 234.209581 -1174974.624203 36.622130 127.346490 4.983 63.068 2.87009 10.9602 1.09221 6.88931 1.08864 1.51149 8.14653 1.90697 1.42958 1.03698 28.1
1000.00 1055.00 91.694081 227.223928 -1146123.654764 35.712630 123.627031 5.094 63.6141 2.83892 10.8477 0.989078 6.68495 1.11937 1.41343 8.06951 1.89017 1.46654 1.06626 27.4
1000.00 1050.00 89.269055 220.669904 -1119065.498030 34.859421 120.150718 5.204 64.1469 2.80484 10.7369 0.898734 6.47893 1.14978 1.32338 7.99108 1.8713 1.50291 1.09523 26.7
1000.00 1045.00 86.996166 214.516474 -1093676.061037 34.058512 116.899003 5.312 64.6663 2.76877 10.628 0.819421 6.27238 1.17982 1.24064 7.91167 1.85056 1.53864 1.12384 26.1
1000.00 1040.00 84.864135 208.733909 -1069835.578940 33.306078 113.854337 5.419 65.172 2.73143 10.5211 0.749608 6.06623 1.20946 1.16455 7.83165 1.82817 1.5737 1.15208 25.5
1000.00 1035.00 82.862358 203.294254 -1047430.712262 32.598522 111.000369 5.525 65.6641 2.69338 10.4165 0.687978 5.86126 1.23868 1.09452 7.75132 1.80429 1.60805 1.17991 25.0
1000.00 1030.00 80.980995 198.171550 -1026355.640928 31.932503 108.322040 5.630 66.1427 2.65505 10.3142 0.633408 5.65811 1.26746 1.03002 7.67091 1.77908 1.6417 1.20732 24.5
1000.00 1025.00 79.184996 193.282358 -1006209.124451 31.296140 105.760586 5.737 66.6262 2.61687 10.2171 0.584632 5.45733 1.29621 0.970162 7.57888 1.75321 1.67516 1.22424 24.1
1000.00 1020.00 77.222174 187.998032 -983640.105033 30.595806 102.950348 5.853 67.1716 2.51407 10.127 0.558233 5.28743 1.32244 0.904127 7.45141 1.72794 1.71345 1.22236 23.4
1000.00 1015.00 75.323516 182.890289 -961702.027688 29.916182 100.237355 5.970 67.7111 2.40143 10.0387 0.53877 5.12428 1.34705 0.841159 7.32308 1.70193 1.75214 1.22039 22.6
1000.00 1010.00 73.541862 178.089910 -941126.755757 29.277341 97.697144 6.085 68.2324 2.29594 9.95214 0.52116 4.96032 1.37071 0.783623 7.19912 1.67499 1.79002 1.21962 22.0
1000.00 1005.00 71.866803 173.569503 -921794.197602 28.675761 95.313875 6.199 68.7366 2.19701 9.8675 0.505171 4.7958 1.39343 0.731063 7.07916 1.64721 1.8271 1.21999 21.4
1000.00 1000.00 70.289609 169.305975 -903603.076069 28.108479 93.074194 6.312 69.2247 2.10407 9.78486 0.490598 4.63108 1.41525 0.68306 6.96294 1.61866 1.86339 1.2214 20.8
1000.00 995.00 68.802863 165.279614 -886466.921443 27.572975 90.966718 6.424 69.6975 2.01663 9.70429 0.477258 4.46659 1.43618 0.639222 6.85021 1.58943 1.89888 1.2238 20.3
1000.00 990.00 67.400172 161.473348 -870310.815592 27.067070 88.981605 6.535 70.1557 1.93424 9.6258 0.46499 4.30284 1.45621 0.599188 6.74078 1.55957 1.93358 1.22712 19.9
1000.00 985.00 66.075933 157.872152 -855068.785485 26.588847 87.110217 6.644 70.5997 1.85651 9.5494 0.453649 4.14034 1.47537 0.562617 6.6345 1.52917 1.96746 1.23133 19.5
1000.00 980.00 64.825143 154.462589 -840681.765988 26.136589 85.344858 6.753 71.0299 1.78305 9.47505 0.443108 3.97961 1.49366 0.529193 6.53126 1.4983 2.00051 1.23636 19.2
1000.00 975.00 63.643266 151.232458 -827096.056978 25.708732 83.678567 6.862 71.4467 1.71355 9.40269 0.433254 3.82117 1.51109 0.498623 6.43096 1.46702 2.03272 1.24219 18.9
1000.00 970.00 62.525707 148.169472 -814261.978674 25.303801 82.104390 6.969 71.8514 1.64769 9.33227 0.424002 3.66516 1.52717 0.470653 6.33342 1.43539 2.0641 1.24875 18.6
1000.00 965.00 61.435963 145.180049 -802158.718744 24.919193 80.570562 7.102 72.3251 1.58522 9.26446 0.416179 3.48536 1.49792 0.446813 6.22779 1.40313 2.09591 1.25207 18.6
1000.00 960.00 60.413581 142.363387 -790793.615823 24.557577 79.131446 7.234 72.78 1.52599 9.19811 0.408613 3.31352 1.46966 0.424901 6.12566 1.37073 2.12661 1.25618 18.6
1000.00 955.00 59.453071 139.705280 -780107.590687 24.217134 77.779170 7.365 73.217 1.46976 9.13317 0.401271 3.14943 1.44228 0.404706 6.02691 1.33826 2.15623 1.26102 18.6
1000.00 950.00 58.549498 137.192960 -770047.463717 23.896222 76.506684 7.494 73.6369 1.41627 9.0696 0.394125 2.99284 1.41567 0.386042 5.93143 1.30577 2.18479 1.2666 18.7
1000.00 945.00 57.698417 134.814936 -760565.298931 23.593359 75.307658 7.622 74.0405 1.36531 9.00735 0.387156 2.8435 1.38975 0.368748 5.83914 1.27333 2.21235 1.27291 18.8
1000.00 940.00 56.895822 132.560848 -751617.832601 23.307205 74.176403 7.748 74.4285 1.3167 8.94638 0.380346 2.70115 1.36444 0.352683 5.74996 1.24098 2.23892 1.27993 18.9
1000.00 935.00 49.519499 115.068190 -655555.250807 20.329542 64.510182 7.885 74.5484 1.28073 9.09797 0.35468 2.5078 1.30297 0.334678 5.58307 1.16973 2.52763 1.29236 19.2
1000.00 930.00 43.336149 100.434849 -574553.910798 17.819899 56.423293 7.981 74.5516 1.2577 9.21792 0.335377 2.30895 1.2902 0.308182 5.48632 1.09831 2.83063 1.31477 19.2
1000.00 925.00 38.407470 88.775245 -509907.837837 15.816605 49.980319 8.073 74.5365 1.23526 9.33837 0.317502 2.12583 1.27686 0.283924 5.39299 1.02937 3.12576 1.33766 19.2
1000.00 920.00 34.311631 79.094644 -456123.345452 14.149524 44.628933 8.166 74.5056 1.21261 9.46734 0.300138 1.95819 1.25787 0.262494 5.29603 0.961969 3.41743 1.36032 19.3
1000.00 915.00 30.843109 70.905822 -410519.169648 12.735638 40.099756 8.259 74.46 1.18985 9.60298 0.283404 1.80495 1.23437 0.243492 5.19734 0.896312 3.70445 1.38289 19.4
1000.00 910.00 27.853435 63.857234 -371157.571622 11.514954 36.198237 8.350 74.4004 1.16708 9.74359 0.267398 1.665 1.20748 0.226565 5.09859 0.832604 3.98574 1.40553 19.5
1000.00 905.00 25.230787 57.684646 -336577.886803 10.442249 32.777900 8.441 74.328 1.14438 9.8877 0.252186 1.53719 1.17816 0.211413 5.00117 0.771014 4.26037 1.42839 19.7
1000.00 900.00 22.887374 52.181285 -305631.689385 9.481968 29.723818 8.529 74.2437 1.12182 10.0342 0.237804 1.42043 1.14726 0.197788 4.90622 0.711652 4.52757 1.4516 19.9
1000.00 895.00 12.110462 27.528644 -161846.182679 5.018254 15.728962 8.587 74.0587 1.116 10.1933 0.231628 1.29433 1.18132 0.18214 4.9032 0.622141 4.72968 1.48764 20.1
1000.00 835.00 2.221855 4.011323 -27875.006259 0.763760 4.080148 -2.615 1.18628 0.129378 0.0130086 0.279012 0.000503403 1.61728 0.583908 52.1751 4.39632e-06 0.0117427 44.0038 100.0
1000.00 830.00 2.220478 3.989764 -27883.075972 0.763362 4.078293 -2.617 1.16863 0.12433 0.0125403 0.275697 0.000460207 1.59012 0.579357 52.2065 4.04403e-06 0.0113266 44.0311 100.0
1000.00 825.00 2.219131 3.968203 -27891.403787 0.762972 4.076478 -2.618 1.15133 0.119469 0.0120872 0.272438 0.000420576 1.5634 0.574886 52.2373 3.71787e-06 0.0109235 44.0578 100.0
1000.00 820.00 2.217813 3.946639 -27899.982609 0.762591 4.074702 -2.620 1.13439 0.114787 0.0116486 0.269233 0.000384224 1.53712 0.570496 52.2674 3.41604e-06 0.0105329 44.084 100.0
1000.00 815.00 2.216522 3.925067 -27908.805690 0.762218 4.072964 -2.621 1.11778 0.110279 0.0112242 0.266082 0.000350888 1.51127 0.566187 52.297 3.13686e-06 0.0101545 44.1096 100.0
1000.00 810.00 2.215259 3.903485 -27917.866610 0.761854 4.071262 -2.622 1.1015 0.105937 0.0108134 0.262985 0.000320324 1.48584 0.561958 52.3261 2.87876e-06 0.009788 44.1348 100.0
1000.00 805.00 2.214022 3.881891 -27927.159266 0.761497 4.069597 -2.624 1.08555 0.101755 0.0104159 0.259941 0.000292311 1.46081 0.557809 52.3545 2.64025e-06 0.00943295 44.1595 100.0
1000.00 800.00 2.212810 3.860281 -27936.677840 0.761148 4.067967 -2.625 1.06992 0.0977274 0.0100312 0.25695 0.000266642 1.43618 0.55374 52.3825 2.41998e-06 0.00908903 44.1836 100.0

spinel_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp formula SiO2 TiO2 Al2O3 Fe2O3 FeO MnO MgO CaO Na2O K2O P2O5
1000.00 970.00 12.046167 25.448359 -139682.003247 3.527328 13.328084 cpx Na0.02Ca0.77Fe''0.59Mg0.51Fe'''0.07Ti0.02Al0.14Si1.88O6 48.3661 0.75119 3.02625 2.35314 18.0114 0 8.84732 18.394 0.250511 0 0
1000.00 965.00 12.500635 26.343447 -144856.629045 3.658141 13.814918 cpx Na0.02Ca0.77Fe''0.59Mg0.51Fe'''0.07Ti0.02Al0.14Si1.88O6 48.34 0.745673 3.00706 2.37971 18.0993 0 8.75348 18.4228 0.251865 0 0
1000.00 960.00 12.926007 27.173120 -149706.310543 3.780466 14.269267 cpx Na0.02Ca0.77Fe''0.59Mg0.50Fe'''0.07Ti0.02Al0.14Si1.88O6 48.3177 0.740401 2.98818 2.40383 18.1761 0 8.66737 18.4533 0.253215 0 0
1000.00 955.00 13.324736 27.942959 -154260.505429 3.895041 14.693961 cpx Na0.02Ca0.77Fe''0.60Mg0.50Fe'''0.07Ti0.02Al0.14Si1.88O6 48.2988 0.735339 2.96958 2.42549 18.2426 0 8.58846 18.4852 0.254553 0 0
1000.00 950.00 13.698980 28.657879 -158544.932599 4.002511 15.091481 cpx Na0.02Ca0.77Fe''0.60Mg0.50Fe'''0.07Ti0.02Al0.14Si1.88O6 48.2833 0.730459 2.95124 2.44472 18.2996 0 8.51623 18.5185 0.255873 0 0
1000.00 945.00 14.050656 29.322229 -162582.167442 4.103448 15.464021 cpx Na0.02Ca0.78Fe''0.60Mg0.49Fe'''0.07Ti0.02Al0.13Si1.88O6 48.2711 0.725736 2.93313 2.46152 18.3481 0 8.45018 18.5531 0.257171 0 0
1000.00 940.00 14.381469 29.939882 -166392.125784 4.198359 15.813524 cpx Na0.02Ca0.78Fe''0.60Mg0.49Fe'''0.07Ti0.02Al0.13Si1.89O6 48.2618 0.721151 2.91522 2.47595 18.3888 0 8.38986 18.5888 0.258442 0 0
1000.00 935.00 15.823309 32.868386 -183296.628965 4.619650 17.392546 cpx Na0.02Ca0.78Fe''0.60Mg0.49Fe'''0.07Ti0.02Al0.13Si1.89O6 48.2832 0.720901 2.9089 2.46321 18.3136 0 8.40112 18.6503 0.258834 0 0
1000.00 930.00 16.273800 33.708751 -188942.361589 4.752055 17.868086 cpx Na0.02Ca0.80Fe''0.59Mg0.48Fe'''0.08Ti0.02Al0.14Si1.88O6 48.1779 0.77746 2.96788 2.55278 17.9716 0 8.26618 19.0202 0.266057 0 0
1000.00 925.00 16.588018 34.264516 -192932.291598 4.843925 18.193123 cpx Na0.02Ca0.81Fe''0.58Mg0.47Fe'''0.08Ti0.02Al0.14Si1.88O6 48.0739 0.830155 3.02277 2.63725 17.6967 0 8.14267 19.3244 0.272163 0 0
1000.00 920.00 16.864923 34.743180 -196439.437953 4.924514 18.478251 cpx Na0.02Ca0.82Fe''0.57Mg0.47Fe'''0.08Ti0.03Al0.14Si1.87O6 47.9838 0.87557 3.07013 2.70739 17.4798 0 8.04225 19.5643 0.276841 0 0
1000.00 915.00 17.105586 35.146829 -199499.789345 4.994340 18.724692 cpx Na0.02Ca0.83Fe''0.57Mg0.46Fe'''0.08Ti0.03Al0.14Si1.87O6 47.9058 0.915402 3.11197 2.7652 17.3002 0 7.96032 19.7608 0.280389 0 0
1000.00 910.00 17.313062 35.481774 -202161.558888 5.054405 18.935761 cpx Na0.02Ca0.83Fe''0.56Mg0.46Fe'''0.08Ti0.03Al0.15Si1.87O6 47.8381 0.950849 3.14973 2.81234 17.1461 0 7.89342 19.9264 0.282989 0 0
1000.00 905.00 17.491001 35.755602 -204474.446103 5.105835 19.115391 cpx Na0.02Ca0.84Fe''0.56Mg0.46Fe'''0.08Ti0.03Al0.15Si1.87O6 47.7791 0.982833 3.18454 2.85025 17.01 0 7.83885 20.0696 0.284765 0 0
1000.00 900.00 17.643082 35.975955 -206485.473511 5.149735 19.267523 cpx Na0.02Ca0.85Fe''0.55Mg0.45Fe'''0.08Ti0.03Al0.15Si1.86O6 47.7273 1.01212 3.21738 2.88021 16.8868 0 7.79444 20.196 0.285794 0 0
1000.00 895.00 18.070962 36.745550 -211814.358853 5.272830 19.709243 cpx Na0.02Ca0.86Fe''0.54Mg0.45Fe'''0.09Ti0.03Al0.16Si1.86O6 47.483 1.11768 3.36824 3.03562 16.5693 0 7.65789 20.4834 0.284822 0 0
1000.00 890.00 18.464507 37.442788 -216764.228075 5.385435 20.112967 cpx Na0.02Ca0.87Fe''0.53Mg0.44Fe'''0.09Ti0.04Al0.16Si1.85O6 47.1997 1.24349 3.54613 3.21347 16.2254 0 7.5287 20.7594 0.283739 0 0
1000.00 885.00 18.430637 37.287204 -216622.153745 5.375870 20.069397 cpx Na0.02Ca0.87Fe''0.53Mg0.44Fe'''0.09Ti0.04Al0.16Si1.85O6 47.2247 1.24597 3.54703 3.18292 16.1715 0 7.54603 20.7965 0.285363 0 0
1000.00 880.00 18.396941 37.131927 -216481.854356 5.366362 20.026002 cpx Na0.02Ca0.87Fe''0.53Mg0.44Fe'''0.09Ti0.04Al0.16Si1.85O6 47.2499 1.24847 3.54785 3.152 16.1177 0 7.56363 20.8335 0.286987 0 0
1000.00 875.00 18.363422 36.976963 -216343.358056 5.356912 19.982785 cpx Na0.02Ca0.87Fe''0.52Mg0.44Fe'''0.09Ti0.04Al0.16Si1.85O6 47.2754 1.25101 3.54858 3.12074 16.0639 0 7.58149 20.8703 0.288612 0 0
1000.00 870.00 18.330084 36.822315 -216206.690669 5.347521 19.939747 cpx Na0.02Ca0.87Fe''0.52Mg0.44Fe'''0.09Ti0.04Al0.16Si1.85O6 47.3011 1.25357 3.54924 3.08916 16.01 0 7.59962 20.907 0.290237 0 0
1000.00 865.00 18.296932 36.667989 -216071.875903 5.338190 19.896890 cpx Na0.02Ca0.88Fe''0.52Mg0.44Fe'''0.09Ti0.04Al0.16Si1.85O6 47.3271 1.25616 3.54981 3.05725 15.9562 0 7.61802 20.9436 0.291862 0 0
1000.00 860.00 18.263969 36.513986 -215938.935540 5.328919 19.854214 cpx Na0.02Ca0.88Fe''0.52Mg0.44Fe'''0.09Ti0.04Al0.16Si1.85O6 47.3532 1.25879 3.55032 3.02506 15.9024 0 7.63667 20.9801 0.293489 0 0
1000.00 855.00 18.231198 36.360311 -215807.889634 5.319709 19.811722 cpx Na0.02Ca0.88Fe''0.52Mg0.45Fe'''0.09Ti0.04Al0.16Si1.85O6 47.3796 1.26145 3.55076 2.99258 15.8486 0 7.65559 21.0164 0.295116 0 0
1000.00 850.00 18.198622 36.206965 -215678.756674 5.310561 19.769413 cpx Na0.02Ca0.88Fe''0.52Mg0.45Fe'''0.09Ti0.04Al0.16Si1.85O6 47.4062 1.26415 3.55112 2.95984 15.7947 0 7.67476 21.0525 0.296743 0 0
1000.00 845.00 18.166243 36.053951 -215551.553762 5.301475 19.727288 cpx Na0.02Ca0.88Fe''0.51Mg0.45Fe'''0.09Ti0.04Al0.16Si1.85O6 47.4329 1.26689 3.55143 2.92686 15.7409 0 7.69418 21.0885 0.298372 0 0
1000.00 840.00 18.134065 35.901269 -215426.296763 5.292452 19.685348 cpx Na0.02Ca0.88Fe''0.51Mg0.45Fe'''0.08Ti0.04Al0.16Si1.85O6 47.4598 1.26966 3.55167 2.89365 15.687 0 7.71386 21.1243 0.300002 0 0
1000.00 835.00 18.135112 35.809903 -215486.996297 5.291412 19.673108 cpx Na0.02Ca0.88Fe''0.51Mg0.45Fe'''0.08Ti0.04Al0.16Si1.85O6 47.4931 1.25702 3.53662 2.84113 15.7632 0 7.69109 21.1174 0.300361 0 0
1000.00 830.00 18.102356 35.655833 -215356.590717 5.282242 19.630468 cpx Na0.02Ca0.88Fe''0.51Mg0.45Fe'''0.08Ti0.04Al0.16Si1.85O6 47.5196 1.26025 3.53714 2.8085 15.7072 0 7.71123 21.154 0.30203 0 0
1000.00 825.00 18.069838 35.502168 -215228.467356 5.273145 19.588046 cpx Na0.02Ca0.88Fe''0.51Mg0.45Fe'''0.08Ti0.04Al0.16Si1.85O6 47.5462 1.26353 3.53761 2.77565 15.6513 0 7.7316 21.1905 0.303701 0 0
1000.00 820.00 18.037560 35.348904 -215102.632180 5.264121 19.545841 cpx Na0.02Ca0.89Fe''0.51Mg0.45Fe'''0.08Ti0.04Al0.16Si1.85O6 47.5729 1.26685 3.53803 2.74261 15.5953 0 7.75222 21.2267 0.305372 0 0
1000.00 815.00 18.005523 35.196039 -214979.090614 5.255170 19.503853 cpx Na0.02Ca0.89Fe''0.51Mg0.45Fe'''0.08Ti0.04Al0.16Si1.85O6 47.5998 1.27023 3.5384 2.70939 15.5393 0 7.77308 21.2627 0.307045 0 0
1000.00 810.00 17.973728 35.043573 -214857.847530 5.246292 19.462080 cpx Na0.02Ca0.89Fe''0.50Mg0.45Fe'''0.08Ti0.04Al0.16Si1.85O6 47.6268 1.27367 3.53874 2.676 15.4834 0 7.79417 21.2986 0.308718 0 0
1000.00 805.00 17.942177 34.891501 -214738.907703 5.237487 19.420521 cpx Na0.02Ca0.89Fe''0.50Mg0.45Fe'''0.08Ti0.04Al0.16Si1.85O6 47.6538 1.27716 3.53903 2.64247 15.4274 0 7.8155 21.3342 0.310394 0 0
1000.00 800.00 17.910870 34.739822 -214622.275591 5.228755 19.379173 cpx Na0.02Ca0.89Fe''0.50Mg0.45Fe'''0.08Ti0.04Al0.16Si1.85O6 47.6809 1.28071 3.5393 2.60881 15.3714 0 7.83705 21.3697 0.312071 0 0

quartz thermodynamic data and composition:
Pressure Temperature mass S H V Cp formula
1000.00 935.00 3.960595 8.536926 -55912.487233 1.560309 4.676534 SiO2
1000.00 930.00 7.249898 15.591410 -102390.990988 2.856157 8.556676 SiO2
1000.00 925.00 9.855987 21.147553 -139255.181100 3.882847 11.627358 SiO2
1000.00 920.00 12.018532 25.728352 -169880.652766 4.734800 14.172233 SiO2
1000.00 915.00 13.846308 29.572565 -195797.690402 5.454867 16.320177 SiO2
1000.00 910.00 15.417177 32.850969 -218101.846537 6.073724 18.163428 SiO2
1000.00 905.00 16.789212 35.690758 -237610.466914 6.614249 19.770764 SiO2
1000.00 900.00 18.007442 38.190324 -254957.541755 7.094180 21.195484 SiO2
1000.00 895.00 23.032837 48.732455 -326244.888056 9.073976 27.097857 SiO2
1000.00 890.00 28.588812 60.343446 -405109.730058 11.262798 33.618458 SiO2
1000.00 885.00 28.597682 60.217333 -405403.532190 11.266293 33.612795 SiO2
1000.00 880.00 28.606466 60.090391 -405696.123598 11.269753 33.606866 SiO2
1000.00 875.00 28.615162 59.962615 -405987.501080 11.273179 33.600668 SiO2
1000.00 870.00 28.623772 59.834003 -406277.663476 11.276571 33.594200 SiO2
1000.00 865.00 28.632294 59.704552 -406566.611514 11.279928 33.587458 SiO2
1000.00 860.00 28.640731 59.574259 -406854.347680 11.283252 33.580442 SiO2
1000.00 855.00 28.649081 59.443122 -407140.876088 11.286542 33.573149 SiO2
1000.00 850.00 28.657346 59.311138 -407426.202362 11.289798 33.565578 SiO2
1000.00 845.00 28.665526 59.178305 -407710.333527 11.293020 33.557727 SiO2
1000.00 840.00 28.673622 59.044620 -407993.277905 11.296210 33.549594 SiO2
1000.00 835.00 28.671729 58.889735 -408134.032600 11.295464 33.529592 SiO2
1000.00 830.00 28.679953 58.754995 -408418.746460 11.298704 33.521240 SiO2
1000.00 825.00 28.688089 58.619381 -408702.214387 11.301909 33.512592 SiO2
1000.00 820.00 28.696138 58.482892 -408984.450692 11.305080 33.503648 SiO2
1000.00 815.00 28.704102 58.345527 -409265.470627 11.308218 33.494407 SiO2
1000.00 810.00 28.711981 58.207284 -409545.290492 11.311322 33.484868 SiO2
1000.00 805.00 28.719778 58.068163 -409823.926866 11.314393 33.475028 SiO2
1000.00 800.00 28.727494 57.928161 -410101.397502 11.317433 33.464888 SiO2
